ID,Money related,Personal information related,Inducement words related,Promotional content related,Kinship related,Label
827,bank,account,irs,gift,son,1
828,warrant,account,message,site,son,1
829,insurance,details,arrest,gift,son,1
830,taxes,id,support,offer,husband,1
831,bill,id,irs,sales,son,1
832,money,account,irs,gift,husband,1
833,card,id,irs,sales,son,1
834,money,address,irs,system,son,1
835,money,id,support,sales,son,1
836,warrant,id,irs,offer,husband,1
837,insurance,address,irs,sales,son,1
838,bill,address,help,sales,son,1
839,bill,details,problem,sales,son,1
840,bill,details,irs,gift,son,1
841,insurance,account,support,gift,son,1
842,money,id,irs,gift,wife,1
843,taxes,information,support,service,son,1
844,bank,id,irs,gift,husband,1
845,insurance,id,irs,sales,son,1
846,bank,account,help,site,son,1
847,money,id,message,course,son,1
848,card,id,irs,course,son,1
849,bank,id,irs,gift,children,1
850,bill,account,support,site,son,1
851,bill,id,irs,service,son,1
852,card,details,message,sales,son,1
853,bank,details,support,sales,son,1
854,insurance,account,irs,sales,son,1
855,bank,id,virus,sales,mother,1
856,money,account,irs,sales,son,1
857,bill,id,support,sales,husband,1
858,money,id,irs,sales,son,1
859,card,account,irs,gift,son,1
860,insurance,id,irs,sales,son,1
861,dollars,id,irs,service,son,1
862,taxes,id,accident,gift,son,1
863,warrant,id,irs,sales,son,1
864,bank,id,irs,sales,son,1
865,bill,details,problem,system,husband,1
866,insurance,id,access,program,wife,1
867,bill,address,police,gift,son,1
868,warrant,id,irs,gift,husband,1
869,insurance,id,irs,gift,husband,1
870,dollars,information,irs,service,husband,1
871,money,details,message,sales,son,1
872,bank,account,arrest,gift,children,1
873,bill,id,irs,sales,son,1
874,bank,id,irs,sales,husband,1
875,dollars,account,message,sales,son,1
876,insurance,account,irs,offer,son,1
877,warrant,id,irs,sales,son,1
878,bank,id,accident,sales,children,1
879,bill,information,security,internet,son,1
880,taxes,id,message,offer,son,1
881,insurance,id,irs,gift,son,1
882,insurance,account,irs,gift,son,1
883,warrant,account,irs,gift,husband,1
884,bank,id,security,gift,son,1
885,bank,id,support,sales,wife,1
886,bank,information,message,internet,son,1
887,warrant,account,support,gift,son,1
888,card,id,government,sales,son,1
889,credit,id,irs,gift,son,1
890,warrant,id,irs,sales,son,1
891,warrant,id,message,offer,husband,1
892,money,id,irs,program,son,1
893,bill,id,security,gift,son,1
894,money,email,irs,sales,husband,1
895,money,id,irs,gift,son,1
896,insurance,id,problem,gift,children,1
897,bill,id,support,gift,husband,1
898,bill,address,problem,gift,son,1
899,money,account,irs,offer,son,1
900,dollars,id,problem,sales,son,1
901,money,id,irs,site,husband,1
902,warrant,id,irs,sales,son,1
903,bill,id,irs,sales,son,1
904,bill,id,support,sales,son,1
905,bank,email,irs,gift,husband,1
906,money,information,irs,offer,son,1
907,bill,account,police,sales,son,1
908,card,id,virus,gift,son,1
909,bill,id,accident,internet,son,1
910,taxes,id,irs,gift,son,1
911,warrant,id,irs,gift,dad,1
912,bank,id,support,gift,son,1
913,insurance,id,help,gift,husband,1
914,bank,id,irs,sales,husband,1
915,insurance,id,irs,gift,son,1
916,insurance,id,irs,gift,son,1
917,taxes,id,irs,gift,wife,1
918,insurance,id,irs,sales,husband,1
919,bill,id,irs,internet,son,1
920,warrant,id,police,sales,son,1
921,insurance,id,irs,gift,son,1
922,bank,id,irs,sales,son,1
923,bill,account,irs,offer,son,1
924,money,id,irs,gift,son,1
925,insurance,id,irs,sales,son,1
926,insurance,id,support,gift,son,1
927,warrant,id,device,sales,son,1
928,insurance,id,irs,sales,husband,1
929,money,account,problem,sales,son,1
930,bank,account,irs,sales,husband,1
931,money,id,irs,gift,husband,1
932,bank,id,irs,gift,son,1
933,warrant,id,message,sales,son,1
934,bill,id,message,gift,son,1
935,insurance,address,irs,program,son,1
936,warrant,id,irs,sales,son,1
937,money,information,irs,sales,son,1
938,card,id,help,offer,son,1
939,card,details,support,gift,son,1
940,taxes,account,irs,gift,son,1
941,bank,id,irs,gift,son,1
942,money,id,irs,gift,son,1
943,warrant,id,irs,sales,son,1
944,insurance,account,accident,sales,son,1
945,bill,id,message,gift,son,1
946,money,id,support,system,son,1
947,taxes,account,government,service,son,1
948,bank,information,irs,gift,son,1
949,insurance,account,irs,gift,son,1
950,money,id,irs,gift,son,1
951,card,account,irs,gift,son,1
952,money,id,security,order,son,1
953,insurance,account,irs,sales,son,1
954,bank,id,problem,sales,son,1
955,bank,id,virus,course,wife,1
956,money,account,message,gift,children,1
957,warrant,details,irs,activity,son,1
958,bill,details,support,gift,husband,1
959,bank,id,help,sales,son,1
960,credit,id,irs,gift,son,1
961,money,account,irs,gift,son,1
962,warrant,address,virus,order,wife,1
963,insurance,id,help,sales,dad,1
964,insurance,address,security,telemarketer,son,1
965,warrant,account,irs,sales,son,1
966,bill,id,irs,gift,son,1
967,bank,id,irs,gift,children,1
968,insurance,account,irs,gift,son,1
969,card,id,message,gift,husband,1
970,money,id,irs,sales,son,1
971,insurance,id,irs,gift,son,1
972,money,id,irs,offer,wife,1
973,card,id,irs,site,son,1
974,warrant,id,irs,gift,son,1
975,insurance,id,virus,course,son,1
976,insurance,id,irs,gift,son,1
977,insurance,details,access,sales,son,1
978,bank,id,problem,gift,son,1
979,dollars,id,irs,sales,son,1
980,bank,id,access,gift,son,1
981,bank,id,virus,offer,wife,1
982,bank,account,irs,gift,husband,1
983,bill,id,irs,offer,son,1
984,taxes,id,irs,activity,husband,1
985,insurance,id,problem,gift,parents,1
986,warrant,id,irs,sales,son,1
987,bank,id,irs,gift,son,1
988,bank,id,help,service,children,1
989,warrant,id,irs,service,son,1
990,bank,id,irs,sales,son,1
991,insurance,id,help,gift,husband,1
992,money,details,irs,gift,son,1
993,bank,id,security,offer,son,1
994,warrant,account,help,gift,son,1
995,bill,id,irs,internet,son,1
996,card,account,virus,sales,son,1
997,insurance,id,support,service,wife,1
998,warrant,id,access,sales,husband,1
999,warrant,address,government,gift,children,1
1000,warrant,account,irs,gift,husband,1
1001,insurance,id,help,gift,son,1
1002,money,id,irs,gift,son,1
1003,bill,id,irs,gift,son,1
1004,money,id,irs,offer,husband,1
1005,card,id,irs,gift,parents,1
1006,money,account,irs,internet,husband,1
1007,bill,id,irs,gift,son,1
1008,bill,id,government,sales,son,1
1009,bank,id,virus,gift,husband,1
1010,card,account,support,gift,son,1
1011,bank,id,irs,gift,husband,1
1012,insurance,details,message,gift,husband,1
1013,bank,account,irs,gift,husband,1
1014,card,details,irs,gift,son,1
1015,bank,id,security,gift,son,1
1016,bill,id,irs,sales,wife,1
1017,money,account,virus,gift,wife,1
1018,money,address,irs,gift,son,1
1019,dollars,account,irs,gift,son,1
1020,insurance,id,irs,system,husband,1
1021,card,id,device,sales,son,1
1022,insurance,id,irs,gift,husband,1
1023,insurance,id,irs,gift,husband,1
1024,insurance,account,irs,system,parents,1
1025,money,id,message,gift,husband,1
1026,insurance,id,accident,sales,children,1
1027,dollars,id,irs,activity,husband,1
1028,bank,account,police,gift,husband,1
1029,insurance,id,device,sales,son,1
1030,bill,address,help,gift,husband,1
1031,bank,account,irs,system,son,1
1032,money,id,irs,gift,husband,1
1033,money,id,irs,gift,husband,1
1034,taxes,id,irs,sales,son,1
1035,card,id,irs,gift,son,1
1036,card,details,irs,sales,son,1
1037,money,id,support,sales,children,1
1038,card,account,irs,sales,husband,1
1039,bill,address,irs,gift,son,1
1040,bank,email,irs,sales,husband,1
1041,money,id,irs,service,husband,1
1042,insurance,id,police,gift,husband,1
1043,insurance,id,police,sales,husband,1
1044,insurance,information,irs,gift,mother,1
1045,dollars,details,support,gift,son,1
1046,bank,id,irs,gift,son,1
1047,bank,account,arrest,gift,parents,1
1048,dollars,address,irs,service,son,1
1049,bank,account,irs,gift,son,1
1050,money,id,irs,gift,husband,1
1051,card,address,support,activity,son,1
1052,insurance,id,irs,sales,son,1
1053,insurance,account,irs,gift,husband,1
1054,insurance,email,irs,service,children,1
1055,card,address,irs,sales,husband,1
1056,dollars,id,accident,course,husband,1
1057,card,id,police,gift,son,1
1058,warrant,id,support,gift,son,1
1059,dollars,id,support,sales,children,1
1060,insurance,account,irs,program,son,1
1061,insurance,id,irs,gift,wife,1
1062,bank,id,irs,gift,husband,1
1063,bill,address,irs,sales,husband,1
1064,money,id,irs,course,son,1
1065,money,id,message,internet,son,1
1066,credit,id,device,gift,son,1
1067,insurance,id,message,course,son,1
1068,bank,account,accident,sales,son,1
1069,bank,account,problem,service,son,1
1070,card,id,help,sales,son,1
1071,warrant,information,irs,gift,wife,1
1072,insurance,address,irs,service,son,1
1073,insurance,email,irs,gift,children,1
1074,bank,id,police,sales,wife,1
1075,bank,account,irs,sales,mother,1
1076,warrant,details,device,gift,son,1
1077,bank,address,support,system,son,1
1078,taxes,account,help,sales,son,1
1079,bill,details,accident,activity,son,1
1080,dollars,id,accident,service,husband,1
1081,insurance,id,irs,sales,son,1
1082,insurance,id,support,gift,husband,1
1083,card,id,security,course,husband,1
1084,money,id,accident,sales,son,1
1085,bank,id,police,site,son,1
1086,money,account,irs,sales,husband,1
1087,money,id,irs,gift,wife,1
1088,card,id,support,service,son,1
1089,card,information,support,sales,husband,1
1090,insurance,id,irs,gift,son,1
1091,money,id,irs,sales,husband,1
1092,bank,id,virus,sales,husband,1
1093,bank,id,message,sales,husband,1
1094,money,account,irs,sales,son,1
1095,card,address,irs,sales,son,1
1096,money,id,police,order,son,1
1097,insurance,id,message,gift,husband,1
1098,insurance,id,arrest,offer,son,1
1099,bill,id,irs,offer,son,1
1100,bank,id,irs,sales,husband,1
1101,bill,id,security,gift,son,1
1102,bill,information,support,service,son,1
1103,bill,email,accident,gift,wife,1
1104,bill,account,irs,activity,son,1
1105,bank,id,irs,sales,son,1
1106,bank,account,irs,gift,parents,1
1107,bank,id,police,course,husband,1
1108,money,account,irs,gift,husband,1
1109,insurance,id,support,sales,son,1
1110,dollars,id,irs,sales,son,1
1111,bank,id,irs,gift,son,1
1112,insurance,id,irs,sales,son,1
1113,dollars,id,problem,gift,son,1
1114,money,account,irs,gift,son,1
1115,bill,id,irs,site,son,1
1116,insurance,details,message,gift,husband,1
1117,money,id,irs,sales,son,1
1118,card,address,message,sales,son,1
1119,money,id,irs,gift,wife,1
1120,bill,id,irs,activity,son,1
1121,insurance,account,irs,gift,son,1
1122,bank,id,problem,course,son,1
1123,money,id,irs,offer,son,1
1124,insurance,details,support,sales,mother,1
1125,warrant,id,irs,sales,son,1
1126,bank,id,police,gift,children,1
1127,bank,id,support,order,son,1
1128,money,account,virus,sales,son,1
1129,money,id,help,gift,wife,1
1130,money,information,irs,gift,husband,1
1131,bill,id,virus,sales,husband,1
1132,warrant,id,accident,sales,son,1
1133,card,address,police,gift,son,1
1134,bank,account,irs,service,son,1
1135,insurance,id,irs,system,son,1
1136,bill,id,irs,gift,son,1
1137,bank,id,security,gift,son,1
1138,money,id,accident,service,son,1
1139,bank,id,irs,gift,son,1
1140,bill,id,security,course,parents,1
1141,bank,id,security,order,son,1
1142,bill,id,irs,sales,husband,1
1143,bill,account,irs,gift,son,1
1144,money,account,irs,offer,son,1
1145,bank,account,irs,system,husband,1
1146,money,account,police,activity,son,1
1147,taxes,account,security,course,son,1
1148,insurance,id,accident,program,husband,1
1149,bank,details,irs,sales,son,1
1150,bank,id,irs,offer,son,1
1151,card,id,message,sales,son,1
1152,warrant,id,problem,site,husband,1
1153,card,id,police,sales,son,1
1154,money,id,irs,course,son,1
1155,bank,id,police,gift,son,1
1156,bill,id,government,sales,son,1
1157,money,id,irs,sales,husband,1
1158,bill,address,irs,gift,son,1
1159,taxes,id,support,sales,son,1
1160,warrant,id,irs,gift,son,1
1161,insurance,id,virus,sales,son,1
1162,bill,id,security,gift,son,1
1163,money,account,irs,sales,husband,1
1164,bank,id,irs,sales,husband,1
1165,insurance,id,help,sales,son,1
1166,credit,id,message,sales,wife,1
1167,bank,id,irs,gift,husband,1
1168,bank,id,accident,telemarketer,husband,1
1169,money,id,irs,gift,children,1
1170,insurance,id,problem,offer,son,1
1171,insurance,account,irs,offer,son,1
1172,money,id,irs,gift,son,1
1173,warrant,id,message,sales,children,1
1174,insurance,id,irs,sales,son,1
1175,card,details,support,gift,husband,1
1176,bank,account,government,sales,children,1
1177,money,id,irs,gift,children,1
1178,warrant,account,irs,site,son,1
1179,bill,id,help,site,son,1
1180,money,account,irs,sales,son,1
1181,money,id,irs,gift,husband,1
1182,bill,id,problem,sales,wife,1
1183,taxes,id,police,offer,husband,1
1184,insurance,id,irs,order,children,1
1185,insurance,information,irs,gift,son,1
1186,money,id,access,order,wife,1
1187,taxes,id,message,sales,son,1
1188,warrant,account,help,gift,son,1
1189,money,id,police,system,son,1
1190,insurance,id,police,gift,husband,1
1191,warrant,account,irs,sales,son,1
1192,bank,account,message,gift,husband,1
1193,warrant,id,irs,gift,husband,1
1194,insurance,id,irs,order,son,1
1195,bank,id,irs,gift,dad,1
1196,warrant,id,police,gift,son,1
1197,warrant,address,irs,sales,son,1
1198,dollars,id,security,sales,husband,1
1199,insurance,address,security,offer,son,1
1200,warrant,information,irs,gift,husband,1
1201,insurance,information,police,sales,husband,1
1202,bank,address,police,gift,husband,1
1203,insurance,id,irs,sales,son,1
1204,card,id,irs,gift,son,1
1205,insurance,information,accident,sales,son,1
1206,taxes,id,irs,gift,son,1
1207,bill,id,irs,gift,son,1
1208,money,id,irs,service,son,1
1209,insurance,id,problem,course,son,1
1210,money,id,problem,sales,wife,1
1211,insurance,id,access,sales,son,1
1212,insurance,account,virus,gift,son,1
1213,bill,account,irs,sales,son,1
1214,money,id,irs,sales,children,1
1215,warrant,account,problem,course,son,1
1216,bill,address,irs,service,son,1
1217,insurance,id,irs,offer,son,1
1218,insurance,account,irs,gift,son,1
1219,bill,id,security,gift,son,1
1220,money,id,police,site,son,1
1221,insurance,id,support,sales,son,1
1222,bank,account,problem,service,dad,1
1223,money,account,irs,gift,son,1
1224,money,id,irs,gift,son,1
1225,warrant,address,problem,activity,son,1
1226,bank,address,support,gift,son,1
1227,money,account,problem,gift,son,1
1228,bank,account,irs,internet,son,1
1229,bank,id,message,course,son,1
1230,money,id,virus,gift,husband,1
1231,bank,id,access,system,son,1
1232,bank,details,irs,gift,son,1
1233,bill,id,government,sales,son,1
1234,bank,id,irs,offer,son,1
1235,insurance,id,accident,service,son,1
1236,money,id,message,sales,son,1
1237,dollars,information,irs,gift,son,1
1238,card,id,message,gift,children,1
1239,taxes,id,irs,gift,son,1
1240,bill,id,police,sales,son,1
1241,insurance,account,virus,sales,husband,1
1242,card,id,accident,service,children,1
1243,bank,id,irs,gift,husband,1
1244,insurance,id,irs,sales,husband,1
1245,bank,id,irs,gift,husband,1
1246,dollars,id,message,sales,mother,1
1247,bill,id,irs,gift,son,1
1248,warrant,id,problem,service,husband,1
1249,money,address,message,gift,son,1
1250,bank,id,irs,service,son,1
1251,warrant,id,irs,sales,son,1
1252,bank,id,arrest,sales,children,1
1253,money,id,irs,sales,son,1
1254,money,id,security,site,wife,1
1255,warrant,id,irs,sales,son,1
1256,taxes,information,problem,gift,son,1
1257,card,id,police,sales,son,1
1258,card,id,irs,sales,husband,1
1259,bill,id,help,sales,son,1
1260,money,id,irs,gift,husband,1
1261,money,id,irs,sales,husband,1
1262,bank,id,irs,service,husband,1
1263,money,id,message,offer,son,1
1264,bill,id,police,sales,son,1
1265,bank,id,irs,offer,son,1
1266,money,id,irs,service,son,1
1267,insurance,id,irs,service,son,1
1268,money,id,support,sales,wife,1
1269,insurance,id,problem,sales,husband,1
1270,money,id,irs,gift,son,1
1271,bill,id,irs,offer,son,1
1272,bank,id,government,sales,parents,1
1273,insurance,account,irs,gift,husband,1
1274,insurance,address,irs,gift,son,1
1275,taxes,details,irs,order,husband,1
1276,bank,id,security,internet,husband,1
1277,money,account,message,sales,son,1
1278,bill,account,accident,course,son,1
1279,bank,id,irs,sales,husband,1
1280,card,id,irs,sales,wife,1
1281,bill,details,irs,system,son,1
1282,insurance,id,irs,gift,husband,1
1283,bill,id,irs,activity,son,1
1284,money,email,support,service,son,1
1285,money,id,problem,gift,husband,1
1286,bank,id,help,service,son,1
1287,bank,account,message,gift,dad,1
1288,warrant,id,irs,course,son,1
1289,money,account,irs,gift,children,1
1290,bank,id,irs,gift,son,1
1291,money,id,irs,gift,husband,1
1292,warrant,id,help,site,son,1
1293,bank,id,irs,gift,wife,1
1294,money,account,police,sales,husband,1
1295,bank,account,arrest,gift,son,1
1296,bank,id,irs,gift,son,1
1297,dollars,account,irs,service,son,1
1298,card,id,irs,sales,son,1
